"","Customer","Freq","Monetary","total_num_products","recency","samples_received","Customer Gender","Country","no_disc","0_25","25_abv","retail","third_party","corp","website","fragrance","skincare","bathbody","home","haircare","makeup","oral","beauty_acc","fashion_acc"
"15513",4293483,9,2810.55,35,241,2,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"15514",4293641,3,514.8043446,3,136,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15515",4293642,5,1569.706889,5,253,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15516",4293910,2,369.91,3,152,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"15517",4294047,1,244.67,2,520,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15518",4294048,1,130.28,1,177,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15519",4294685,1,485.98,1,585,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15520",4294824,1,155.83,4,134,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"15521",4294837,1,1182.43,6,585,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"15522",4294838,1,908.41,9,585,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15523",4294839,1,650.47,2,585,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15524",4294840,1,124.9814016,1,576,0,"Unknown","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15525",4294996,2,881.78,4,584,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15526",4294999,1,571.96,2,584,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15527",4295016,1,142.99,1,584,2,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15528",4295035,1,281.78,1,584,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15529",4295063,1,315.37,2,510,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15530",4295071,4,1788.78,8,545,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"15531",4295093,1,571.96,2,584,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15532",4295105,3,1881.16,10,188,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No"
"15533",4295154,1,107.41,1,141,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"15534",4295229,1,401.17,2,584,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15535",4295284,1,623.6,1,584,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15536",4295335,1,323.83,1,584,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15537",4295409,1,150.37,1,159,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15538",4296040,1,233.33,1,224,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15539",4296059,1,1144.77,3,584,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15540",4296216,1,195.14,1,583,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15541",4296219,2,514.4323762,2,225,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15542",4296248,1,220.2053266,1,584,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15543",4296249,1,378.5,1,584,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15544",4296250,1,117.76,1,584,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15545",4296251,1,811.21,2,584,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15546",4296455,1,710.28,2,583,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15547",4296475,1,281.78,1,583,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15548",4296506,1,501.87,2,583,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15549",4296617,1,722.9,2,583,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15550",4296629,1,281.78,1,583,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15551",4296663,1,714.02,3,583,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15552",4296693,1,243.93,1,583,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15553",4296694,2,1213.74,7,534,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15554",4296721,1,336.45,1,583,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15555",4296750,1,166.85,2,411,1,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15556",4296829,1,308.41,1,583,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15557",4296854,1,281.78,1,583,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15558",4296868,4,945.22,7,184,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"15559",4296871,1,58.98,1,409,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15560",4297003,2,836.67,3,407,2,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15561",4297444,1,116.92,1,583,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15562",4297448,2,904.33,4,446,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15563",4297472,4,145.46,10,186,0,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"15564",4297762,1,92.24817736,2,583,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15565",4297763,1,346.674602,1,583,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15566",4297764,2,620.4433864,2,486,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15567",4297765,1,409.1653028,1,583,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15568",4297766,1,147.299509,1,583,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15569",4297767,1,188.79,3,583,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"15570",4297768,1,302.8,1,583,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15571",4298019,1,456.78,1,582,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15572",4298048,1,456.78,1,582,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15573",4298052,1,1142.34,2,582,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15574",4298083,1,460.75,2,579,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15575",4298085,2,1260.28,3,527,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15576",4298139,1,496.5,2,582,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15577",4298163,1,901.64,1,582,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15578",4298192,2,529.6830829,3,461,0,"Unknown","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"15579",4298238,1,456.78,1,582,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15580",4298247,2,889.72,4,582,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15581",4298248,1,186.92,1,582,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15582",4298257,1,160.75,2,552,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No"
"15583",4298261,1,281.78,1,582,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15584",4298275,1,1648.36,6,582,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15585",4298441,1,456.78,1,582,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15586",4298471,1,318.52,1,169,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15587",4298509,1,456.78,1,582,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15588",4298911,2,1345.79,6,575,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15589",4298932,2,794.58,9,530,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"15590",4298986,1,71.5,1,581,1,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"15591",4299209,1,147.299509,1,582,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15592",4299210,1,801.9639935,2,582,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15593",4299211,1,157.7146258,1,582,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15594",4299212,1,392.7986907,1,582,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15595",4299213,1,100.282696,1,582,0,"F","MY","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15596",4299214,1,46.12408868,1,582,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15597",4299215,1,83.02335962,2,582,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15598",4299216,2,1007.2905818,3,540,1,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15599",4299222,1,956.07,2,582,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15600",4299223,1,47.90953727,1,581,0,"Unknown","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15601",4299467,1,774.53,2,581,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15602",4299468,1,623.6,1,581,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15603",4299478,1,784.86,2,581,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15604",4299542,2,1374.3,4,581,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15605",4299596,1,518.74,1,581,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15606",4299623,1,205.61,1,581,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15607",4299640,1,271.03,1,581,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15608",4299725,1,158.88,1,581,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15609",4300236,1,116.67,2,280,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"15610",4301236,1,240.2916233,1,400,1,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15611",4302769,1,379.4078262,1,475,1,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15612",4302969,1,1943.93,4,581,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15613",4303917,1,242.523434,1,581,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15614",4303918,1,147.66,1,581,0,"M","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15615",4303919,1,303.74,1,581,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15616",4304145,1,281.78,1,580,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15617",4304149,1,460.75,2,580,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15618",4304184,1,518.74,1,580,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15619",4304198,1,281.78,1,580,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15620",4304228,1,456.78,1,580,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15621",4304248,1,532.24,2,580,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15622",4304276,3,3013.55,13,298,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"15623",4304306,1,407.41,1,212,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15624",4304313,1,313.08,1,580,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15625",4304396,2,708.5,6,509,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15626",4306491,1,130.84,1,580,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15627",4306502,1,75.7,4,580,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"15628",4306510,2,441.12,7,576,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15629",4306616,2,2149.09,16,298,2,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No"
"15630",4306625,1,157.7146258,1,580,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15631",4306626,1,312.0071418,1,580,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15632",4306627,3,2157.65,15,411,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"15633",4306628,1,557.66,3,580,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15634",4306769,1,185.05,1,579,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15635",4306868,1,476.64,2,579,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15636",4306880,5,4908.28,19,244,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No"
"15637",4306911,1,323.83,1,579,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15638",4306940,1,274.07,3,459,1,"Unknown","SG","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"15639",4306963,1,488.55,2,579,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15640",4306973,1,281.78,1,579,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15641",4306990,1,583.88,2,579,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15642",4307009,1,36.45,1,579,1,"M","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"15643",4307012,2,1549.06,4,579,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15644",4307055,1,532.24,2,579,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15645",4307099,1,14.07,1,408,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"15646",4308016,1,271.03,1,579,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15647",4308025,1,495.33,1,579,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15648",4308122,1,1085.05,3,579,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15649",4308123,4,1534.05,11,379,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"15650",4308124,2,916.82,3,579,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"15651",4308305,1,164.02,1,578,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15652",4308321,1,456.78,1,578,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15653",4308322,1,281.78,1,578,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15654",4308444,1,496.5,2,578,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15655",4308454,1,389.25,2,578,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15656",4308513,1,518.74,1,578,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15657",4308516,1,583.88,2,578,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15658",4308547,1,158.88,1,578,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15659",4308558,1,722.9,2,578,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15660",4308626,1,1432.29,3,578,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15661",4308632,1,901.64,1,578,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15662",4309382,2,61.36,4,380,0,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"15663",4309401,1,514.02,2,578,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15664",4309405,2,839.44,2,578,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15665",4309631,1,413.08,5,565,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"15666",4309641,3,2437.38,7,426,2,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15667",4309642,1,129.91,1,578,0,"M","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15668",4309775,1,277.57,1,577,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15669",4309820,1,401.7259336,1,198,0,"Unknown","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15670",4309910,2,1180.18,4,225,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"15671",4310077,1,62.5,1,283,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15672",4311063,1,346.674602,1,578,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15673",4311064,1,227.6446957,1,578,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15674",4311065,1,748.54932301,3,577,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15675",4311066,1,147.299509,1,577,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15676",4311069,1,496.26,4,577,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15677",4311336,1,104.67,1,533,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15678",4311838,2,370.1,2,564,0,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15679",4312144,1,146.73,1,576,1,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15680",4312158,1,243.98,1,480,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15681",4312165,1,217.85,1,576,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15682",4312166,1,206.54,7,576,0,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No"
"15683",4312563,1,145.9604226,1,576,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15684",4312565,4,1058.47344141,5,140,1,"M","MY","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15685",4312567,1,211.2780836,1,576,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15686",4312568,1,540.19,6,576,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"15687",4312569,1,1005.98,2,576,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15688",4312570,1,400,1,576,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15689",4312571,1,105.61,5,576,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"15690",4312572,1,102.62,1,576,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15691",4312787,1,97.2,1,575,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"15692",4313154,1,222.06,1,533,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15693",4313238,1,310.28,1,575,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15694",4313304,1,223.74,1,575,1,"Unknown","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15695",4313663,1,154.17,1,162,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15696",4313668,1,803.74,2,575,1,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15697",4313856,1,375.14,2,573,1,"Unknown","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15698",4313887,1,273.1736349,1,575,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15699",4313888,1,976.1940187,3,575,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15700",4313889,1,266.47820266,2,575,0,"M","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"
"15701",4313890,1,508.8528492,2,575,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15702",4313891,1,1011.75,1,575,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15703",4313893,3,4074.37,17,313,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"15704",4313894,1,51.4,1,575,0,"M","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"15705",4313895,2,492.52,3,568,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15706",4313896,1,328.97,2,575,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"15707",4313919,1,43.2971284,1,517,0,"Unknown","MY","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"15708",4314083,1,81.48,1,427,1,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"15709",4314163,1,38.31,1,574,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No"
"15710",4314196,1,256.07,1,548,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15711",4314200,1,797.38,2,536,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15712",4314407,5,150.39,7,185,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"15713",4315724,1,107.1269156,1,574,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15714",4315725,1,160.6903735,1,574,0,"M","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15715",4315726,1,800,1,574,0,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15716",4315727,1,1084.58,8,574,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"15717",4315729,1,819.25,3,574,0,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"15718",4315730,2,216.1,2,480,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"15719",4315731,1,360,1,574,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15720",4315732,1,508.88,1,574,0,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"15721",4316183,1,150.37,1,408,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
