"","Customer","Freq","Monetary","total_num_products","recency","samples_received","Customer Gender","Country","no_disc","0_25","25_abv","retail","third_party","corp","website","fragrance","skincare","bathbody","home","haircare","makeup","oral","beauty_acc","fashion_acc"
"3156",1599760,1,177.59,1,408,0,"Unknown","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3157",1599762,1,104.67,1,634,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3158",1599768,1,510.28,5,800,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3159",1599771,1,398.15,1,441,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3160",1599775,2,1775.37,8,225,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes"
"3161",1599924,1,328.04,1,534,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3162",1600428,2,433.97,6,689,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No"
"3163",1600437,1,393.22,2,690,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No"
"3164",1600447,1,449.07,1,360,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3165",1601870,1,116.67,1,329,0,"Unknown","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3166",1601973,6,870.37,10,311,3,"F","SG","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"3167",1602120,2,167.29,3,772,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes"
"3168",1602927,1,107.41,1,170,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"3169",1602929,3,1781.9,17,456,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No"
"3170",1603297,1,282.6960274,1,164,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3171",1603840,1,45.79,2,778,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3172",1604430,3,594.97,6,249,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3173",1604445,2,586.3,10,434,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3174",1604446,15,5715.65,44,174,7,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes"
"3175",1604667,1,301.44,3,332,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3176",1605020,1,64.49,1,507,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3177",1606065,4,1391.27,5,410,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"3178",1606362,1,402.06,1,778,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3179",1606376,1,194.39,7,679,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No"
"3180",1606943,2,172.59336409,3,149,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3181",1607037,5,969.9,13,278,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No"
"3182",1608976,1,98.15,1,435,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No"
"3183",1609011,1,395.7744383,1,417,1,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3184",1609405,1,120.5177801,2,304,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3185",1609464,1,265.42,1,773,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3186",1609579,2,200.93,4,452,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No"
"3187",1611857,1,106.94,1,408,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3188",1612022,1,168.52,2,406,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3189",1612139,6,1427.95,17,276,3,"F","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3190",1612678,1,155.83,1,391,2,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3191",1612741,1,305.01413485,2,779,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3192",1612938,1,28.04,1,786,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3193",1613965,2,114.81,2,387,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
"3194",1614055,1,91.67,3,324,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3195",1614281,1,251.03,2,500,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3196",1614706,2,1099.08,4,227,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3197",1616762,1,357.0897188,1,624,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3198",1616846,1,193.4979914,1,750,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3199",1616900,1,419.8779944,2,507,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3200",1617262,3,324.67,6,511,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3201",1618351,152,41681.29742653,225,174,48,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No"
"3202",1622796,2,1243.25,7,141,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3203",1623670,1,158.33,1,317,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3204",1624021,1,17.76,1,810,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3205",1624133,1,605.61,2,749,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3206",1624189,1,891.59,2,606,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3207",1624468,1,660.74,5,249,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No"
"3208",1624538,7,3283.55,36,163,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No"
"3209",1624834,1,138.32,2,700,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3210",1625308,1,742.5,3,362,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3211",1625320,2,661.3,3,295,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3212",1625409,2,348.13,3,820,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3213",1625883,1,518.52,1,201,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3214",1625888,2,344.11,3,411,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"3215",1626563,1,82.24,2,819,0,"F","SG","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No"
"3216",1627013,2,78.51,4,657,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3217",1627016,1,68.52,1,478,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3218",1627093,1,794.39,3,778,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3219",1627100,2,1115.89,7,649,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3220",1627488,1,373.83,1,546,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3221",1628254,2,289.17,3,320,2,"F","SG","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"3222",1628490,2,300.93,3,681,0,"F","SG","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3223",1628632,5,1411.52,8,219,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No"
"3224",1628804,1,48.61,1,219,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3225",1628990,1,97.22,2,404,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3226",1629279,2,1069.15,7,388,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No"
"3227",1629283,2,421.3,3,273,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3228",1629898,1,194.7626841,1,315,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3229",1631071,1,220,1,410,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3230",1631291,1,423.08,2,553,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3231",1631363,1,408.33,1,459,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3232",1631768,1,3957.7443833,10,722,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3233",1631850,1,221.321232,1,843,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3234",1631976,2,227.1,6,551,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3235",1632284,2,89.66,5,225,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3236",1632346,1,266.92,3,692,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3237",1632429,1,739.26,2,280,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3238",1632692,1,94.95,1,781,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3239",1634313,2,1342.06,5,619,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3240",1634419,1,320.56,3,517,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3241",1635475,1,420.93,4,718,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3242",1635689,1,359.81,1,751,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3243",1635918,1,485.98,1,649,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3244",1636106,1,270.09,1,619,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3245",1637313,1,126.39,1,407,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3246",1637423,2,1236.44,8,642,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3247",1637442,1,14.95,1,838,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3248",1637711,1,304.63,2,373,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3249",1637755,1,210.93,4,322,1,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3250",1637841,1,274.77,2,774,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3251",1637893,2,508.98,2,779,0,"Unknown","SG","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3252",1638282,1,211.2780836,1,627,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3253",1638903,1,277.41,1,411,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3254",1640614,1,91.59,6,721,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3255",1641159,2,596.85,3,455,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3256",1641181,5,1582.05,19,264,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3257",1641488,1,303.33,2,411,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3258",1641503,1,198.6,2,689,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3259",1644342,1,495.37,3,339,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3260",1645189,1,160.69037346,2,169,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3261",1645242,3,600.19,5,136,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3262",1645482,1,753.64,7,653,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No"
"3263",1645516,1,149.53,2,767,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3264",1645572,1,424.3,4,794,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3265",1645921,1,282.24,1,547,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3266",1646217,1,72.9,2,829,0,"F","SG","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No"
"3267",1646222,1,129.91,1,544,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3268",1646702,1,247.5,1,405,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3269",1647118,1,72.98,1,697,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"3270",1647168,1,244.44,1,381,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3271",1647703,1,248.6,3,858,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3272",1647780,3,514.29,11,496,0,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No"
"3273",1648057,5,911.73,10,511,0,"F","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"3274",1648206,2,150,3,148,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3275",1648214,1,361.11,1,278,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3276",1648215,2,1106.48,3,196,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3277",1648404,1,138.32,2,745,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No"
"3278",1648521,1,476.3,3,367,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3279",1648806,2,845.24,3,840,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3280",1648897,1,346.674602,1,177,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3281",1648918,1,751.4,3,580,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3282",1649052,3,597.13,12,226,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No"
"3283",1649480,1,193.52,1,332,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"3284",1649601,1,1257.01,2,845,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3285",1649773,2,131.46,4,271,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3286",1650200,1,496.45,4,631,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3287",1650212,5,1747.28,12,259,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3288",1650229,1,51.4,1,632,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"3289",1651589,1,227.5,1,471,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3290",1651648,4,1327.63,18,358,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No"
"3291",1651850,1,348.15,2,334,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3292",1651915,2,396.63,5,560,0,"F","SG","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3293",1652281,2,996.87546501,5,756,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3294",1652317,1,209.35,1,480,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3295",1652392,1,364.49,2,703,0,"F","SG","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"3296",1652414,1,167.5,1,400,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3297",1652432,1,24.3,1,634,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3298",1652720,1,83.74,2,506,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3299",1652766,5,399,5,435,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"3300",1653042,1,149.53,1,846,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3301",1653076,1,54.21,3,816,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3302",1653092,1,78.7,2,164,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3303",1653214,1,41.12,2,678,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3304",1653552,2,394.54,2,163,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3305",1653682,1,78.5,1,613,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3306",1653695,1,54.63,1,459,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3307",1653732,1,53.7,1,150,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3308",1654037,1,269.16,1,648,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3309",1654053,1,420.56,1,584,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3310",1654283,1,271.03,1,599,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3311",1654364,3,413.98,9,198,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No"
"3312",1654491,1,218.52,2,461,0,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No"
"3313",1654502,2,1619.62,9,623,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No"
"3314",1654641,5,862.74,8,283,1,"F","SG","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3315",1654768,6,458.37,9,225,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No"
"3316",1654773,1,2432.41,14,352,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3317",1655069,1,104.3,3,707,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No"
"3318",1655073,1,1328.97,6,795,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3319",1655123,1,125.14,1,157,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3320",1655228,1,270,1,422,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3321",1655317,1,101.85,1,136,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3322",1655431,1,399.58,2,506,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3323",1655516,1,67.29,5,848,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3324",1655996,1,53.27,2,646,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3325",1656035,1,385.28,3,843,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3326",1656048,1,240.37,2,295,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3327",1656640,2,1557.57,4,271,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"3328",1656656,1,292.59,4,405,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No"
"3329",1657556,1,241.12,2,615,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3330",1657634,1,71.03,4,592,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3331",1657664,1,285.8205624,2,316,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3332",1657854,1,349.53,2,728,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3333",1657972,1,345,1,268,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3334",1658154,1,285.98,1,674,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3335",1658416,2,248.4749293,2,222,0,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3336",1658519,2,670.09,2,795,2,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3337",1658546,1,1423.15,6,389,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No"
"3338",1659435,7,2530.2782326,9,248,3,"F","MY","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3339",1659608,1,903.8,8,371,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No"
"3340",1659715,1,79.07,1,680,0,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3341",1659756,1,43.93,2,831,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3342",1660255,1,448.6,1,521,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3343",1660580,2,1252.46,4,186,3,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3344",1660600,2,238.79,3,634,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3345",1660669,2,562.15,2,780,2,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3346",1660861,1,116.82,1,533,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3347",1661245,1,179.63,3,408,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3348",1661562,1,383.33,1,217,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3349",1661768,1,67.59,1,202,1,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3350",1661803,2,1663.32,6,578,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3351",1662001,1,87.48,1,584,0,"F","SG","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3352",1662104,1,947.1,5,666,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3353",1662140,3,543.92,4,616,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3354",1662153,5,1468.75,9,409,3,"F","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No"
"3355",1662470,1,314.81,1,145,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3356",1662474,1,892.59,2,377,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3357",1662519,2,1486.11,10,344,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3358",1662765,1,302.0383871,1,174,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3359",1663248,1,207.41,1,142,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3360",1663402,2,438.31,2,573,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3361",1663548,1,407.41,1,210,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3362",1663610,2,948.6,6,239,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3363",1663634,1,327.2,1,835,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3364",1663720,1,84.26,1,181,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3365",1663749,1,640.19,3,758,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
